country,NUTS0_ID,type_of_building,heating_equipment,year,heating_or_cooling,price_index_households_appliances,labour_cost_index_construction_sector,equipment_and_maintenance_index,specific_investment_costs,equipment_cost_ share,installation_cost_share,fixed_O_and_M,variable_O_and_M,technical_lifetime,total_annual_net_efficiency
Sweden,SE,new SFH,Wood stove,2030,heating,1.01,1.02,0.98,417,1,0,24.5,0,20,0.75
United Kingdom,UK,new SFH,Wood stove,2030,heating,0.87,0.71,0.85,359,1,0,21.2,0,20,0.75
Austria,AT,new SFH,Wood stove,2050,heating,0.82,0.81,0.9,341,1,0,22.4,0,20,0.75
Belgium,BE,new SFH,Wood stove,2050,heating,0.92,0.88,0.88,383,1,0,22.1,0,20,0.75
Bulgaria,BG,new SFH,Wood stove,2050,heating,0.73,0.09,0.52,304,1,0,12.9,0,20,0.75
Croatia,HR,new SFH,Wood stove,2050,heating,0.83,0.23,0.66,346,1,0,16.6,0,20,0.75
Cyprus,CY,new SFH,Wood stove,2050,heating,1.02,0.36,0.73,423,1,0,18.4,0,20,0.75
Czech Republic,CZ,new SFH,Wood stove,2050,heating,0.8,0.24,0.63,334,1,0,15.7,0,20,0.75
Denmark,DK,new SFH,Wood stove,2050,heating,1,1,1,415,1,0,25,0,20,0.75
Estonia,EE,new SFH,Wood stove,2050,heating,0.82,0.3,0.72,341,1,0,18.1,0,20,0.75
Finland,FI,new SFH,Wood stove,2050,heating,0.94,0.87,0.92,388,1,0,22.9,0,20,0.75
France,FR,new SFH,Wood stove,2050,heating,0.93,0.8,0.84,384,1,0,20.9,0,20,0.75
Germany,DE,new SFH,Wood stove,2050,heating,0.89,0.69,0.82,368,1,0,20.6,0,20,0.75
Greece,EL,new SFH,Wood stove,2050,heating,0.81,0.29,0.74,336,1,0,18.6,0,20,0.75
Hungary,HU,new SFH,Wood stove,2050,heating,0.76,0.15,0.57,316,1,0,14.2,0,20,0.75
Ireland,IE,new SFH,Wood stove,2050,heating,0.87,0.69,0.83,360,1,0,20.7,0,20,0.75
Italy,IT,new SFH,Wood stove,2050,heating,0.94,0.6,0.87,392,1,0,21.6,0,20,0.75
Latvia,LV,new SFH,Wood stove,2050,heating,0.76,0.19,0.68,317,1,0,17,0,20,0.75
Lithuania,LT,new SFH,Wood stove,2050,heating,0.81,0.18,0.66,336,1,0,16.5,0,20,0.75
Luxembourg,LU,new SFH,Wood stove,2050,heating,0.98,0.64,0.92,408,1,0,23.1,0,20,0.75
Malta,MT,new SFH,Wood stove,2050,heating,1.16,0.24,0.85,482,1,0,21.3,0,20,0.75
Netherlands,NL,new SFH,Wood stove,2050,heating,0.87,0.86,0.88,359,1,0,22.1,0,20,0.75
Poland,PL,new SFH,Wood stove,2050,heating,0.66,0.19,0.52,274,1,0,13,0,20,0.75
Portugal,PT,new SFH,Wood stove,2050,heating,1,0.3,0.77,415,1,0,19.3,0,20,0.75
Romania,RO,new SFH,Wood stove,2050,heating,0.8,0.11,0.57,330,1,0,14.2,0,20,0.75
Slovakia,SK,new SFH,Wood stove,2050,heating,0.81,0.24,0.66,334,1,0,16.6,0,20,0.75
Slovenia,SI,new SFH,Wood stove,2050,heating,0.88,0.3,0.73,365,1,0,18.4,0,20,0.75
Spain,ES,new SFH,Wood stove,2050,heating,0.89,0.51,0.82,370,1,0,20.4,0,20,0.75
Sweden,SE,new SFH,Wood stove,2050,heating,1.01,1.02,0.98,417,1,0,24.5,0,20,0.75
United Kingdom,UK,new SFH,Wood stove,2050,heating,0.87,0.71,0.85,359,1,0,21.2,0,20,0.75
Austria,AT,new SFH,HP Air-to-Air,2015,heating,0.82,0.81,0.9,393,0.75,0.25,61,0,12,3
Belgium,BE,new SFH,HP Air-to-Air,2015,heating,0.92,0.88,0.88,413,0.75,0.25,61,0,12,3
Bulgaria,BG,new SFH,HP Air-to-Air,2015,heating,0.73,0.09,0.52,287,0.75,0.25,61,0,12,3
Croatia,HR,new SFH,HP Air-to-Air,2015,heating,0.83,0.23,0.66,335,0.75,0.25,61,0,12,3
Cyprus,CY,new SFH,HP Air-to-Air,2015,heating,1.02,0.36,0.73,414,0.75,0.25,61,0,12,3
Czech Republic,CZ,new SFH,HP Air-to-Air,2015,heating,0.8,0.24,0.63,324,0.75,0.25,61,0,12,3
Denmark,DK,new SFH,HP Air-to-Air,2015,heating,1,1,1,450,0.75,0.25,61,0,12,3
Estonia,EE,new SFH,HP Air-to-Air,2015,heating,0.82,0.3,0.72,334,0.75,0.25,61,0,12,3
Finland,FI,new SFH,HP Air-to-Air,2015,heating,0.94,0.87,0.92,417,0.75,0.25,61,0,12,3
France,FR,new SFH,HP Air-to-Air,2015,heating,0.93,0.8,0.84,408,0.75,0.25,61,0,12,3
Germany,DE,new SFH,HP Air-to-Air,2015,heating,0.89,0.69,0.82,386,0.75,0.25,61,0,12,3
Greece,EL,new SFH,HP Air-to-Air,2015,heating,0.81,0.29,0.74,329,0.75,0.25,61,0,12,3
Hungary,HU,new SFH,HP Air-to-Air,2015,heating,0.76,0.15,0.57,302,0.75,0.25,61,0,12,3
Ireland,IE,new SFH,HP Air-to-Air,2015,heating,0.87,0.69,0.83,378,0.75,0.25,61,0,12,3
Italy,IT,new SFH,HP Air-to-Air,2015,heating,0.94,0.6,0.87,402,0.75,0.25,61,0,12,3
Latvia,LV,new SFH,HP Air-to-Air,2015,heating,0.76,0.19,0.68,305,0.75,0.25,61,0,12,3
Lithuania,LT,new SFH,HP Air-to-Air,2015,heating,0.81,0.18,0.66,322,0.75,0.25,61,0,12,3
Luxembourg,LU,new SFH,HP Air-to-Air,2015,heating,0.98,0.64,0.92,420,0.75,0.25,61,0,12,3
Malta,MT,new SFH,HP Air-to-Air,2015,heating,1.16,0.24,0.85,460,0.75,0.25,61,0,12,3
Netherlands,NL,new SFH,HP Air-to-Air,2015,heating,0.87,0.86,0.88,389,0.75,0.25,61,0,12,3
Poland,PL,new SFH,HP Air-to-Air,2015,heating,0.66,0.19,0.52,265,0.75,0.25,61,0,12,3
Portugal,PT,new SFH,HP Air-to-Air,2015,heating,1,0.3,0.77,403,0.75,0.25,61,0,12,3
Romania,RO,new SFH,HP Air-to-Air,2015,heating,0.8,0.11,0.57,312,0.75,0.25,61,0,12,3
Slovakia,SK,new SFH,HP Air-to-Air,2015,heating,0.81,0.24,0.66,324,0.75,0.25,61,0,12,3
Slovenia,SI,new SFH,HP Air-to-Air,2015,heating,0.88,0.3,0.73,356,0.75,0.25,61,0,12,3
Spain,ES,new SFH,HP Air-to-Air,2015,heating,0.89,0.51,0.82,376,0.75,0.25,61,0,12,3
Sweden,SE,new SFH,HP Air-to-Air,2015,heating,1.01,1.02,0.98,453,0.75,0.25,61,0,12,3
United Kingdom,UK,new SFH,HP Air-to-Air,2015,heating,0.87,0.71,0.85,379,0.75,0.25,61,0,12,3
Austria,AT,new SFH,HP Air-to-Air,2020,heating,0.82,0.81,0.9,393,0.75,0.25,61,0,12,3.2
Belgium,BE,new SFH,HP Air-to-Air,2020,heating,0.92,0.88,0.88,413,0.75,0.25,61,0,12,3.2
Bulgaria,BG,new SFH,HP Air-to-Air,2020,heating,0.73,0.09,0.52,287,0.75,0.25,61,0,12,3.2
Croatia,HR,new SFH,HP Air-to-Air,2020,heating,0.83,0.23,0.66,335,0.75,0.25,61,0,12,3.2
Cyprus,CY,new SFH,HP Air-to-Air,2020,heating,1.02,0.36,0.73,414,0.75,0.25,61,0,12,3.2
Czech Republic,CZ,new SFH,HP Air-to-Air,2020,heating,0.8,0.24,0.63,324,0.75,0.25,61,0,12,3.2
Denmark,DK,new SFH,HP Air-to-Air,2020,heating,1,1,1,450,0.75,0.25,61,0,12,3.2
Estonia,EE,new SFH,HP Air-to-Air,2020,heating,0.82,0.3,0.72,334,0.75,0.25,61,0,12,3.2
Finland,FI,new SFH,HP Air-to-Air,2020,heating,0.94,0.87,0.92,417,0.75,0.25,61,0,12,3.2
France,FR,new SFH,HP Air-to-Air,2020,heating,0.93,0.8,0.84,408,0.75,0.25,61,0,12,3.2
Germany,DE,new SFH,HP Air-to-Air,2020,heating,0.89,0.69,0.82,386,0.75,0.25,61,0,12,3.2
Greece,EL,new SFH,HP Air-to-Air,2020,heating,0.81,0.29,0.74,329,0.75,0.25,61,0,12,3.2
Hungary,HU,new SFH,HP Air-to-Air,2020,heating,0.76,0.15,0.57,302,0.75,0.25,61,0,12,3.2
Ireland,IE,new SFH,HP Air-to-Air,2020,heating,0.87,0.69,0.83,378,0.75,0.25,61,0,12,3.2
Italy,IT,new SFH,HP Air-to-Air,2020,heating,0.94,0.6,0.87,402,0.75,0.25,61,0,12,3.2
Latvia,LV,new SFH,HP Air-to-Air,2020,heating,0.76,0.19,0.68,305,0.75,0.25,61,0,12,3.2
Lithuania,LT,new SFH,HP Air-to-Air,2020,heating,0.81,0.18,0.66,322,0.75,0.25,61,0,12,3.2
Luxembourg,LU,new SFH,HP Air-to-Air,2020,heating,0.98,0.64,0.92,420,0.75,0.25,61,0,12,3.2
Malta,MT,new SFH,HP Air-to-Air,2020,heating,1.16,0.24,0.85,460,0.75,0.25,61,0,12,3.2
Netherlands,NL,new SFH,HP Air-to-Air,2020,heating,0.87,0.86,0.88,389,0.75,0.25,61,0,12,3.2
Poland,PL,new SFH,HP Air-to-Air,2020,heating,0.66,0.19,0.52,265,0.75,0.25,61,0,12,3.2
Portugal,PT,new SFH,HP Air-to-Air,2020,heating,1,0.3,0.77,403,0.75,0.25,61,0,12,3.2
Romania,RO,new SFH,HP Air-to-Air,2020,heating,0.8,0.11,0.57,312,0.75,0.25,61,0,12,3.2
Slovakia,SK,new SFH,HP Air-to-Air,2020,heating,0.81,0.24,0.66,324,0.75,0.25,61,0,12,3.2
Slovenia,SI,new SFH,HP Air-to-Air,2020,heating,0.88,0.3,0.73,356,0.75,0.25,61,0,12,3.2
Spain,ES,new SFH,HP Air-to-Air,2020,heating,0.89,0.51,0.82,376,0.75,0.25,61,0,12,3.2
Sweden,SE,new SFH,HP Air-to-Air,2020,heating,1.01,1.02,0.98,453,0.75,0.25,61,0,12,3.2
United Kingdom,UK,new SFH,HP Air-to-Air,2020,heating,0.87,0.71,0.85,379,0.75,0.25,61,0,12,3.2
Austria,AT,new SFH,HP Air-to-Air,2030,heating,0.82,0.81,0.9,393,0.75,0.25,61,0,12,3.7
Belgium,BE,new SFH,HP Air-to-Air,2030,heating,0.92,0.88,0.88,413,0.75,0.25,61,0,12,3.7
Bulgaria,BG,new SFH,HP Air-to-Air,2030,heating,0.73,0.09,0.52,287,0.75,0.25,61,0,12,3.7
Croatia,HR,new SFH,HP Air-to-Air,2030,heating,0.83,0.23,0.66,335,0.75,0.25,61,0,12,3.7
Cyprus,CY,new SFH,HP Air-to-Air,2030,heating,1.02,0.36,0.73,414,0.75,0.25,61,0,12,3.7
Czech Republic,CZ,new SFH,HP Air-to-Air,2030,heating,0.8,0.24,0.63,324,0.75,0.25,61,0,12,3.7
Denmark,DK,new SFH,HP Air-to-Air,2030,heating,1,1,1,450,0.75,0.25,61,0,12,3.7
Estonia,EE,new SFH,HP Air-to-Air,2030,heating,0.82,0.3,0.72,334,0.75,0.25,61,0,12,3.7
Finland,FI,new SFH,HP Air-to-Air,2030,heating,0.94,0.87,0.92,417,0.75,0.25,61,0,12,3.7
France,FR,new SFH,HP Air-to-Air,2030,heating,0.93,0.8,0.84,408,0.75,0.25,61,0,12,3.7
Germany,DE,new SFH,HP Air-to-Air,2030,heating,0.89,0.69,0.82,386,0.75,0.25,61,0,12,3.7
Greece,EL,new SFH,HP Air-to-Air,2030,heating,0.81,0.29,0.74,329,0.75,0.25,61,0,12,3.7
Hungary,HU,new SFH,HP Air-to-Air,2030,heating,0.76,0.15,0.57,302,0.75,0.25,61,0,12,3.7
Ireland,IE,new SFH,HP Air-to-Air,2030,heating,0.87,0.69,0.83,378,0.75,0.25,61,0,12,3.7
Italy,IT,new SFH,HP Air-to-Air,2030,heating,0.94,0.6,0.87,402,0.75,0.25,61,0,12,3.7
Latvia,LV,new SFH,HP Air-to-Air,2030,heating,0.76,0.19,0.68,305,0.75,0.25,61,0,12,3.7
Lithuania,LT,new SFH,HP Air-to-Air,2030,heating,0.81,0.18,0.66,322,0.75,0.25,61,0,12,3.7
Luxembourg,LU,new SFH,HP Air-to-Air,2030,heating,0.98,0.64,0.92,420,0.75,0.25,61,0,12,3.7
Malta,MT,new SFH,HP Air-to-Air,2030,heating,1.16,0.24,0.85,460,0.75,0.25,61,0,12,3.7
Netherlands,NL,new SFH,HP Air-to-Air,2030,heating,0.87,0.86,0.88,389,0.75,0.25,61,0,12,3.7
Poland,PL,new SFH,HP Air-to-Air,2030,heating,0.66,0.19,0.52,265,0.75,0.25,61,0,12,3.7
Portugal,PT,new SFH,HP Air-to-Air,2030,heating,1,0.3,0.77,403,0.75,0.25,61,0,12,3.7
Romania,RO,new SFH,HP Air-to-Air,2030,heating,0.8,0.11,0.57,312,0.75,0.25,61,0,12,3.7
Slovakia,SK,new SFH,HP Air-to-Air,2030,heating,0.81,0.24,0.66,324,0.75,0.25,61,0,12,3.7
Slovenia,SI,new SFH,HP Air-to-Air,2030,heating,0.88,0.3,0.73,356,0.75,0.25,61,0,12,3.7
Spain,ES,new SFH,HP Air-to-Air,2030,heating,0.89,0.51,0.82,376,0.75,0.25,61,0,12,3.7
Sweden,SE,new SFH,HP Air-to-Air,2030,heating,1.01,1.02,0.98,453,0.75,0.25,61,0,12,3.7
United Kingdom,UK,new SFH,HP Air-to-Air,2030,heating,0.87,0.71,0.85,379,0.75,0.25,61,0,12,3.7
Austria,AT,new SFH,HP Air-to-Air,2050,heating,0.82,0.81,0.9,393,0.75,0.25,61,0,12,4
Belgium,BE,new SFH,HP Air-to-Air,2050,heating,0.92,0.88,0.88,438,0.75,0.25,61,0,12,4
Bulgaria,BG,new SFH,HP Air-to-Air,2050,heating,0.73,0.09,0.52,275,0.75,0.25,61,0,12,4
Croatia,HR,new SFH,HP Air-to-Air,2050,heating,0.83,0.23,0.66,328,0.75,0.25,61,0,12,4
Cyprus,CY,new SFH,HP Air-to-Air,2050,heating,1.02,0.36,0.73,410,0.75,0.25,61,0,12,4
Czech Republic,CZ,new SFH,HP Air-to-Air,2050,heating,0.8,0.24,0.63,318,0.75,0.25,61,0,12,4
Denmark,DK,new SFH,HP Air-to-Air,2050,heating,1,1,1,480,0.75,0.25,61,0,12,4
Estonia,EE,new SFH,HP Air-to-Air,2050,heating,0.82,0.3,0.72,331,0.75,0.25,61,0,12,4
Finland,FI,new SFH,HP Air-to-Air,2050,heating,0.94,0.87,0.92,442,0.75,0.25,61,0,12,4
France,FR,new SFH,HP Air-to-Air,2050,heating,0.93,0.8,0.84,430,0.75,0.25,61,0,12,4
Germany,DE,new SFH,HP Air-to-Air,2050,heating,0.89,0.69,0.82,403,0.75,0.25,61,0,12,4
Greece,EL,new SFH,HP Air-to-Air,2050,heating,0.81,0.29,0.74,326,0.75,0.25,61,0,12,4
Hungary,HU,new SFH,HP Air-to-Air,2050,heating,0.76,0.15,0.57,293,0.75,0.25,61,0,12,4
Ireland,IE,new SFH,HP Air-to-Air,2050,heating,0.87,0.69,0.83,395,0.75,0.25,61,0,12,4
Italy,IT,new SFH,HP Air-to-Air,2050,heating,0.94,0.6,0.87,412,0.75,0.25,61,0,12,4
Latvia,LV,new SFH,HP Air-to-Air,2050,heating,0.76,0.19,0.68,297,0.75,0.25,61,0,12,4
Lithuania,LT,new SFH,HP Air-to-Air,2050,heating,0.81,0.18,0.66,314,0.75,0.25,61,0,12,4
Luxembourg,LU,new SFH,HP Air-to-Air,2050,heating,0.98,0.64,0.92,431,0.75,0.25,61,0,12,4
Malta,MT,new SFH,HP Air-to-Air,2050,heating,1.16,0.24,0.85,446,0.75,0.25,61,0,12,4
Netherlands,NL,new SFH,HP Air-to-Air,2050,heating,0.87,0.86,0.88,415,0.75,0.25,61,0,12,4
Poland,PL,new SFH,HP Air-to-Air,2050,heating,0.66,0.19,0.52,261,0.75,0.25,61,0,12,4
Portugal,PT,new SFH,HP Air-to-Air,2050,heating,1,0.3,0.77,397,0.75,0.25,61,0,12,4
Romania,RO,new SFH,HP Air-to-Air,2050,heating,0.8,0.11,0.57,300,0.75,0.25,61,0,12,4
Slovakia,SK,new SFH,HP Air-to-Air,2050,heating,0.81,0.24,0.66,318,0.75,0.25,61,0,12,4
Slovenia,SI,new SFH,HP Air-to-Air,2050,heating,0.88,0.3,0.73,352,0.75,0.25,61,0,12,4
Spain,ES,new SFH,HP Air-to-Air,2050,heating,0.89,0.51,0.82,383,0.75,0.25,61,0,12,4
Sweden,SE,new SFH,HP Air-to-Air,2050,heating,1.01,1.02,0.98,484,0.75,0.25,61,0,12,4
United Kingdom,UK,new SFH,HP Air-to-Air,2050,heating,0.87,0.71,0.85,397,0.75,0.25,61,0,12,4
Austria,AT,new SFH,HP Air-to-Water,2015,heating,0.82,0.81,0.9,1.43,0.7,0.3,65,0,18,3
Belgium,BE,new SFH,HP Air-to-Water,2015,heating,0.92,0.88,0.88,1.586,0.7,0.3,64,0,18,3
Bulgaria,BG,new SFH,HP Air-to-Water,2015,heating,0.73,0.09,0.52,834,0.7,0.3,37,0,18,3
Croatia,HR,new SFH,HP Air-to-Water,2015,heating,0.83,0.23,0.66,1.037,0.7,0.3,48,0,18,3
Cyprus,CY,new SFH,HP Air-to-Water,2015,heating,1.02,0.36,0.73,1.32,0.7,0.3,53,0,18,3
Czech Republic,CZ,new SFH,HP Air-to-Water,2015,heating,0.8,0.24,0.63,1.013,0.7,0.3,45,0,18,3
Denmark,DK,new SFH,HP Air-to-Water,2015,heating,1,1,1,1.75,0.7,0.3,73,0,18,3
Estonia,EE,new SFH,HP Air-to-Water,2015,heating,0.82,0.3,0.72,1.071,0.7,0.3,52,0,18,3
Finland,FI,new SFH,HP Air-to-Water,2015,heating,0.94,0.87,0.92,1.593,0.7,0.3,66,0,18,3
France,FR,new SFH,HP Air-to-Water,2015,heating,0.93,0.8,0.84,1.534,0.7,0.3,61,0,18,3
Germany,DE,new SFH,HP Air-to-Water,2015,heating,0.89,0.69,0.82,1.417,0.7,0.3,60,0,18,3
Greece,EL,new SFH,HP Air-to-Water,2015,heating,0.81,0.29,0.74,1.051,0.7,0.3,54,0,18,3
Hungary,HU,new SFH,HP Air-to-Water,2015,heating,0.76,0.15,0.57,907,0.7,0.3,41,0,18,3
Ireland,IE,new SFH,HP Air-to-Water,2015,heating,0.87,0.69,0.83,1.395,0.7,0.3,60,0,18,3
Italy,IT,new SFH,HP Air-to-Water,2015,heating,0.94,0.6,0.87,1.411,0.7,0.3,63,0,18,3
Latvia,LV,new SFH,HP Air-to-Water,2015,heating,0.76,0.19,0.68,934,0.7,0.3,49,0,18,3
Lithuania,LT,new SFH,HP Air-to-Water,2015,heating,0.81,0.18,0.66,979,0.7,0.3,48,0,18,3
Luxembourg,LU,new SFH,HP Air-to-Water,2015,heating,0.98,0.64,0.92,1.484,0.7,0.3,67,0,18,3
Malta,MT,new SFH,HP Air-to-Water,2015,heating,1.16,0.24,0.85,1.384,0.7,0.3,62,0,18,3
Netherlands,NL,new SFH,HP Air-to-Water,2015,heating,0.87,0.86,0.88,1.511,0.7,0.3,64,0,18,3
Poland,PL,new SFH,HP Air-to-Water,2015,heating,0.66,0.19,0.52,829,0.7,0.3,38,0,18,3
Portugal,PT,new SFH,HP Air-to-Water,2015,heating,1,0.3,0.77,1.264,0.7,0.3,56,0,18,3
Romania,RO,new SFH,HP Air-to-Water,2015,heating,0.8,0.11,0.57,912,0.7,0.3,41,0,18,3
Slovakia,SK,new SFH,HP Air-to-Water,2015,heating,0.81,0.24,0.66,1.012,0.7,0.3,48,0,18,3
Slovenia,SI,new SFH,HP Air-to-Water,2015,heating,0.88,0.3,0.73,1.131,0.7,0.3,53,0,18,3
Spain,ES,new SFH,HP Air-to-Water,2015,heating,0.89,0.51,0.82,1.296,0.7,0.3,59,0,18,3
Sweden,SE,new SFH,HP Air-to-Water,2015,heating,1.01,1.02,0.98,1.77,0.7,0.3,71,0,18,3
United Kingdom,UK,new SFH,HP Air-to-Water,2015,heating,0.87,0.71,0.85,1.409,0.7,0.3,61,0,18,3
Austria,AT,new MFH,HP Air-to-Water,2015,heating,0.82,0.81,0.9,384,0.7,0.3,9,0,20,3
Belgium,BE,new MFH,HP Air-to-Water,2015,heating,0.92,0.88,0.88,426,0.7,0.3,9,0,20,3
Bulgaria,BG,new MFH,HP Air-to-Water,2015,heating,0.73,0.09,0.52,224,0.7,0.3,5,0,20,3
Croatia,HR,new MFH,HP Air-to-Water,2015,heating,0.83,0.23,0.66,279,0.7,0.3,7,0,20,3
Cyprus,CY,new MFH,HP Air-to-Water,2015,heating,1.02,0.36,0.73,355,0.7,0.3,7,0,20,3
Czech Republic,CZ,new MFH,HP Air-to-Water,2015,heating,0.8,0.24,0.63,272,0.7,0.3,6,0,20,3
Denmark,DK,new MFH,HP Air-to-Water,2015,heating,1,1,1,470,0.7,0.3,10,0,20,3
Estonia,EE,new MFH,HP Air-to-Water,2015,heating,0.82,0.3,0.72,288,0.7,0.3,7,0,20,3
Finland,FI,new MFH,HP Air-to-Water,2015,heating,0.94,0.87,0.92,428,0.7,0.3,9,0,20,3
France,FR,new MFH,HP Air-to-Water,2015,heating,0.93,0.8,0.84,412,0.7,0.3,8,0,20,3
Germany,DE,new MFH,HP Air-to-Water,2015,heating,0.89,0.69,0.82,381,0.7,0.3,8,0,20,3
Greece,EL,new MFH,HP Air-to-Water,2015,heating,0.81,0.29,0.74,282,0.7,0.3,7,0,20,3
Hungary,HU,new MFH,HP Air-to-Water,2015,heating,0.76,0.15,0.57,244,0.7,0.3,6,0,20,3
Ireland,IE,new MFH,HP Air-to-Water,2015,heating,0.87,0.69,0.83,375,0.7,0.3,8,0,20,3
Italy,IT,new MFH,HP Air-to-Water,2015,heating,0.94,0.6,0.87,379,0.7,0.3,9,0,20,3
Latvia,LV,new MFH,HP Air-to-Water,2015,heating,0.76,0.19,0.68,251,0.7,0.3,7,0,20,3
Lithuania,LT,new MFH,HP Air-to-Water,2015,heating,0.81,0.18,0.66,263,0.7,0.3,7,0,20,3
Luxembourg,LU,new MFH,HP Air-to-Water,2015,heating,0.98,0.64,0.92,398,0.7,0.3,9,0,20,3
Malta,MT,new MFH,HP Air-to-Water,2015,heating,1.16,0.24,0.85,372,0.7,0.3,9,0,20,3
Netherlands,NL,new MFH,HP Air-to-Water,2015,heating,0.87,0.86,0.88,406,0.7,0.3,9,0,20,3
Poland,PL,new MFH,HP Air-to-Water,2015,heating,0.66,0.19,0.52,223,0.7,0.3,5,0,20,3
Portugal,PT,new MFH,HP Air-to-Water,2015,heating,1,0.3,0.77,339,0.7,0.3,8,0,20,3
Romania,RO,new MFH,HP Air-to-Water,2015,heating,0.8,0.11,0.57,245,0.7,0.3,6,0,20,3
Slovakia,SK,new MFH,HP Air-to-Water,2015,heating,0.81,0.24,0.66,272,0.7,0.3,7,0,20,3
Slovenia,SI,new MFH,HP Air-to-Water,2015,heating,0.88,0.3,0.73,304,0.7,0.3,7,0,20,3
Spain,ES,new MFH,HP Air-to-Water,2015,heating,0.89,0.51,0.82,348,0.7,0.3,8,0,20,3
Sweden,SE,new MFH,HP Air-to-Water,2015,heating,1.01,1.02,0.98,475,0.7,0.3,10,0,20,3
United Kingdom,UK,new MFH,HP Air-to-Water,2015,heating,0.87,0.71,0.85,378,0.7,0.3,8,0,20,3
Austria,AT,new SFH,HP Air-to-Water,2020,heating,0.82,0.81,0.9,1.43,0.7,0.3,65,0,18,3.3
Belgium,BE,new SFH,HP Air-to-Water,2020,heating,0.92,0.88,0.88,1.586,0.7,0.3,64,0,18,3.3
Bulgaria,BG,new SFH,HP Air-to-Water,2020,heating,0.73,0.09,0.52,834,0.7,0.3,37,0,18,3.3
Croatia,HR,new SFH,HP Air-to-Water,2020,heating,0.83,0.23,0.66,1.037,0.7,0.3,48,0,18,3.3
Cyprus,CY,new SFH,HP Air-to-Water,2020,heating,1.02,0.36,0.73,1.32,0.7,0.3,53,0,18,3.3
Czech Republic,CZ,new SFH,HP Air-to-Water,2020,heating,0.8,0.24,0.63,1.013,0.7,0.3,45,0,18,3.3
Denmark,DK,new SFH,HP Air-to-Water,2020,heating,1,1,1,1.75,0.7,0.3,73,0,18,3.3
Estonia,EE,new SFH,HP Air-to-Water,2020,heating,0.82,0.3,0.72,1.071,0.7,0.3,52,0,18,3.3
Finland,FI,new SFH,HP Air-to-Water,2020,heating,0.94,0.87,0.92,1.593,0.7,0.3,66,0,18,3.3
France,FR,new SFH,HP Air-to-Water,2020,heating,0.93,0.8,0.84,1.534,0.7,0.3,61,0,18,3.3
Germany,DE,new SFH,HP Air-to-Water,2020,heating,0.89,0.69,0.82,1.417,0.7,0.3,60,0,18,3.3
Greece,EL,new SFH,HP Air-to-Water,2020,heating,0.81,0.29,0.74,1.051,0.7,0.3,54,0,18,3.3
Hungary,HU,new SFH,HP Air-to-Water,2020,heating,0.76,0.15,0.57,907,0.7,0.3,41,0,18,3.3
Ireland,IE,new SFH,HP Air-to-Water,2020,heating,0.87,0.69,0.83,1.395,0.7,0.3,60,0,18,3.3
Italy,IT,new SFH,HP Air-to-Water,2020,heating,0.94,0.6,0.87,1.411,0.7,0.3,63,0,18,3.3
Latvia,LV,new SFH,HP Air-to-Water,2020,heating,0.76,0.19,0.68,934,0.7,0.3,49,0,18,3.3
Lithuania,LT,new SFH,HP Air-to-Water,2020,heating,0.81,0.18,0.66,979,0.7,0.3,48,0,18,3.3
Luxembourg,LU,new SFH,HP Air-to-Water,2020,heating,0.98,0.64,0.92,1.484,0.7,0.3,67,0,18,3.3
Malta,MT,new SFH,HP Air-to-Water,2020,heating,1.16,0.24,0.85,1.384,0.7,0.3,62,0,18,3.3
Netherlands,NL,new SFH,HP Air-to-Water,2020,heating,0.87,0.86,0.88,1.511,0.7,0.3,64,0,18,3.3
Poland,PL,new SFH,HP Air-to-Water,2020,heating,0.66,0.19,0.52,829,0.7,0.3,38,0,18,3.3
Portugal,PT,new SFH,HP Air-to-Water,2020,heating,1,0.3,0.77,1.264,0.7,0.3,56,0,18,3.3
Romania,RO,new SFH,HP Air-to-Water,2020,heating,0.8,0.11,0.57,912,0.7,0.3,41,0,18,3.3
Slovakia,SK,new SFH,HP Air-to-Water,2020,heating,0.81,0.24,0.66,1.012,0.7,0.3,48,0,18,3.3
Slovenia,SI,new SFH,HP Air-to-Water,2020,heating,0.88,0.3,0.73,1.131,0.7,0.3,53,0,18,3.3
Spain,ES,new SFH,HP Air-to-Water,2020,heating,0.89,0.51,0.82,1.296,0.7,0.3,59,0,18,3.3
Sweden,SE,new SFH,HP Air-to-Water,2020,heating,1.01,1.02,0.98,1.77,0.7,0.3,71,0,18,3.3
United Kingdom,UK,new SFH,HP Air-to-Water,2020,heating,0.87,0.71,0.85,1.409,0.7,0.3,61,0,18,3.3
Austria,AT,new MFH,HP Air-to-Water,2020,heating,0.82,0.81,0.9,359,0.7,0.3,9,0,20,3.3
Belgium,BE,new MFH,HP Air-to-Water,2020,heating,0.92,0.88,0.88,399,0.7,0.3,9,0,20,3.3
Bulgaria,BG,new MFH,HP Air-to-Water,2020,heating,0.73,0.09,0.52,210,0.7,0.3,5,0,20,3.3
Croatia,HR,new MFH,HP Air-to-Water,2020,heating,0.83,0.23,0.66,261,0.7,0.3,7,0,20,3.3
Cyprus,CY,new MFH,HP Air-to-Water,2020,heating,1.02,0.36,0.73,332,0.7,0.3,7,0,20,3.3
Czech Republic,CZ,new MFH,HP Air-to-Water,2020,heating,0.8,0.24,0.63,255,0.7,0.3,6,0,20,3.3
Denmark,DK,new MFH,HP Air-to-Water,2020,heating,1,1,1,440,0.7,0.3,10,0,20,3.3
